time,type,description,details
12830,ORDER_PICKED_UP,Order 181 picked up by courier 5,"{""order_id"": 181, ""courier_id"": 5}"
12830,ORDER_PICKED_UP,Order 183 picked up by courier 5,"{""order_id"": 183, ""courier_id"": 5}"
12830,ROUTE_OPTIMIZED,Courier 5 route optimized: 2 dropoffs reordered,"{""courier_id"": 5, ""original_sequence"": [181, 183], ""optimized_sequence"": []}"
12830,COURIER_DELIVERING,Courier 5 heading to first dropoff (optimized),"{""courier_id"": 5, ""order_ids"": []}"
12833,ORDER_DELIVERED,Order 153 delivered by courier 2,"{""order_id"": 153, ""courier_id"": 2, ""click_to_door"": 2108.1359910648825, ""ready_to_door"": 1808.1359910648825}"
12833,COURIER_IDLE,Courier 2 is now idle,"{""courier_id"": 2}"
12834,ORDER_READY,Order 187 is ready for pickup,"{""order_id"": 187}"
12840,ASSIGNMENT_MADE,Courier 2 assigned orders [186],"{""courier_id"": 2, ""order_ids"": [186], ""bundle_size"": 1, ""has_relay"": false}"
12853,PICKUP_SERVICE_START,Courier 2 starting pickup service (90s),"{""courier_id"": 2, ""service_time"": 90}"
12866,ORDER_PICKED_UP,Order 155 picked up by courier 0,"{""order_id"": 155, ""courier_id"": 0}"
12866,ORDER_PICKED_UP,Order 171 picked up by courier 0,"{""order_id"": 171, ""courier_id"": 0}"
12866,ROUTE_OPTIMIZED,Courier 0 route optimized: 2 dropoffs reordered,"{""courier_id"": 0, ""original_sequence"": [155, 171], ""optimized_sequence"": []}"
12866,COURIER_DELIVERING,Courier 0 heading to first dropoff (optimized),"{""courier_id"": 0, ""order_ids"": []}"
12873,ORDER_READY,Order 188 is ready for pickup,"{""order_id"": 188}"
12883,ORDER_READY,Order 189 is ready for pickup,"{""order_id"": 189}"
12916,ORDER_PLACED,Order 193 placed,"{""order_id"": 193, ""restaurant_id"": 3}"
12943,ORDER_PICKED_UP,Order 186 picked up by courier 2,"{""order_id"": 186, ""courier_id"": 2}"
12943,COURIER_DELIVERING,Courier 2 heading to first dropoff (optimized),"{""courier_id"": 2, ""order_ids"": []}"
12966,ORDER_DELIVERED,Order 157 delivered by courier 4,"{""order_id"": 157, ""courier_id"": 4, ""click_to_door"": 1991.5878825461477, ""ready_to_door"": 1691.5878825461477}"
12966,COURIER_IDLE,Courier 4 is now idle,"{""courier_id"": 4}"
12966,ORDER_DELIVERED,Order 173 delivered by courier 7,"{""order_id"": 173, ""courier_id"": 7, ""click_to_door"": 1176.374976021425, ""ready_to_door"": 876.374976021425}"
12966,COURIER_IDLE,Courier 7 is now idle,"{""courier_id"": 7}"
12971,ORDER_DELIVERED,Order 181 delivered by courier 5,"{""order_id"": 181, ""courier_id"": 5, ""click_to_door"": 814.4111380196919, ""ready_to_door"": 514.4111380196919}"
12985,ORDER_PLACED,Order 194 placed,"{""order_id"": 194, ""restaurant_id"": 2}"
12990,ASSIGNMENT_MADE,"Courier 4 assigned orders [185, 187, 189]","{""courier_id"": 4, ""order_ids"": [185, 187, 189], ""bundle_size"": 3, ""has_relay"": false}"
12990,ASSIGNMENT_MADE,"Courier 7 assigned orders [175, 188]","{""courier_id"": 7, ""order_ids"": [175, 188], ""bundle_size"": 2, ""has_relay"": false}"
12994,ORDER_DELIVERED,Order 177 delivered by courier 3,"{""order_id"": 177, ""courier_id"": 3, ""click_to_door"": 971.8238091726107, ""ready_to_door"": 671.8238091726107}"
12994,COURIER_IDLE,Courier 3 is now idle,"{""courier_id"": 3}"
13002,ORDER_PLACED,Order 195 placed,"{""order_id"": 195, ""restaurant_id"": 3}"
13020,ASSIGNMENT_MADE,"Courier 3 assigned orders [169, 170, 176]","{""courier_id"": 3, ""order_ids"": [169, 170, 176], ""bundle_size"": 3, ""has_relay"": false}"
13033,ORDER_PLACED,Order 196 placed,"{""order_id"": 196, ""restaurant_id"": 0}"
13055,ORDER_READY,Order 190 is ready for pickup,"{""order_id"": 190}"
13063,ORDER_READY,Order 191 is ready for pickup,"{""order_id"": 191}"
13064,ORDER_PLACED,Order 197 placed,"{""order_id"": 197, ""restaurant_id"": 5}"
13079,ORDER_PLACED,Order 198 placed,"{""order_id"": 198, ""restaurant_id"": 6}"
13084,ORDER_READY,Order 192 is ready for pickup,"{""order_id"": 192}"
13088,ORDER_DELIVERED,Order 184 delivered by courier 1,"{""order_id"": 184, ""courier_id"": 1, ""click_to_door"": 880.0340149342173, ""ready_to_door"": 580.0340149342173}"
13088,COURIER_IDLE,Courier 1 is now idle,"{""courier_id"": 1}"
13089,ORDER_DELIVERED,Order 186 delivered by courier 2,"{""order_id"": 186, ""courier_id"": 2, ""click_to_door"": 569.043751056628, ""ready_to_door"": 269.043751056628}"
13089,COURIER_IDLE,Courier 2 is now idle,"{""courier_id"": 2}"
13100,PICKUP_SERVICE_START,Courier 7 starting pickup service (90s),"{""courier_id"": 7, ""service_time"": 90}"
13104,ORDER_PLACED,Order 199 placed,"{""order_id"": 199, ""restaurant_id"": 7}"
13107,ORDER_PLACED,Order 200 placed,"{""order_id"": 200, ""restaurant_id"": 6}"
13110,ASSIGNMENT_MADE,Courier 1 assigned orders [191],"{""courier_id"": 1, ""order_ids"": [191], ""bundle_size"": 1, ""has_relay"": false}"
13110,ASSIGNMENT_MADE,Courier 2 assigned orders [192],"{""courier_id"": 2, ""order_ids"": [192], ""bundle_size"": 1, ""has_relay"": false}"
13113,ORDER_DELIVERED,Order 183 delivered by courier 5,"{""order_id"": 183, ""courier_id"": 5, ""click_to_door"": 925.776016235397, ""ready_to_door"": 625.776016235397}"
13113,COURIER_IDLE,Courier 5 is now idle,"{""courier_id"": 5}"
13114,ORDER_DELIVERED,Order 182 delivered by courier 6,"{""order_id"": 182, ""courier_id"": 6, ""click_to_door"": 935.221834960601, ""ready_to_door"": 635.221834960601}"
13140,ASSIGNMENT_MADE,"Courier 5 assigned orders [180, 190]","{""courier_id"": 5, ""order_ids"": [180, 190], ""bundle_size"": 2, ""has_relay"": false}"
13148,ORDER_DELIVERED,Order 171 delivered by courier 0,"{""order_id"": 171, ""courier_id"": 0, ""click_to_door"": 1468.2200635169374, ""ready_to_door"": 1168.2200635169374}"
13171,ORDER_PLACED,Order 201 placed,"{""order_id"": 201, ""restaurant_id"": 3}"
13175,ORDER_PLACED,Order 202 placed,"{""order_id"": 202, ""restaurant_id"": 7}"
13181,ORDER_PLACED,Order 203 placed,"{""order_id"": 203, ""restaurant_id"": 1}"
13187,ORDER_PLACED,Order 204 placed,"{""order_id"": 204, ""restaurant_id"": 6}"
13190,ORDER_PICKED_UP,Order 175 picked up by courier 7,"{""order_id"": 175, ""courier_id"": 7}"
13190,ORDER_PICKED_UP,Order 188 picked up by courier 7,"{""order_id"": 188, ""courier_id"": 7}"
13190,ROUTE_OPTIMIZED,Courier 7 route optimized: 2 dropoffs reordered,"{""courier_id"": 7, ""original_sequence"": [175, 188], ""optimized_sequence"": []}"
13190,COURIER_DELIVERING,Courier 7 heading to first dropoff (optimized),"{""courier_id"": 7, ""order_ids"": []}"
13199,ORDER_PLACED,Order 205 placed,"{""order_id"": 205, ""restaurant_id"": 5}"
13207,ORDER_PLACED,Order 206 placed,"{""order_id"": 206, ""restaurant_id"": 1}"
13216,ORDER_READY,Order 193 is ready for pickup,"{""order_id"": 193}"
13259,PICKUP_SERVICE_START,Courier 1 starting pickup service (90s),"{""courier_id"": 1, ""service_time"": 90}"
13270,ORDER_PLACED,Order 207 placed,"{""order_id"": 207, ""restaurant_id"": 5}"
13285,ORDER_READY,Order 194 is ready for pickup,"{""order_id"": 194}"
13295,PICKUP_SERVICE_START,Courier 4 starting pickup service (90s),"{""courier_id"": 4, ""service_time"": 90}"
13296,ORDER_PLACED,Order 208 placed,"{""order_id"": 208, ""restaurant_id"": 1}"
13302,ORDER_READY,Order 195 is ready for pickup,"{""order_id"": 195}"
13333,ORDER_READY,Order 196 is ready for pickup,"{""order_id"": 196}"
13349,ORDER_PICKED_UP,Order 191 picked up by courier 1,"{""order_id"": 191, ""courier_id"": 1}"
13349,COURIER_DELIVERING,Courier 1 heading to first dropoff (optimized),"{""courier_id"": 1, ""order_ids"": []}"
13350,PICKUP_SERVICE_START,Courier 2 starting pickup service (90s),"{""courier_id"": 2, ""service_time"": 90}"
13364,ORDER_READY,Order 197 is ready for pickup,"{""order_id"": 197}"
13368,ORDER_PLACED,Order 209 placed,"{""order_id"": 209, ""restaurant_id"": 6}"
13379,ORDER_READY,Order 198 is ready for pickup,"{""order_id"": 198}"
13385,ORDER_PICKED_UP,Order 185 picked up by courier 4,"{""order_id"": 185, ""courier_id"": 4}"
13385,ORDER_PICKED_UP,Order 187 picked up by courier 4,"{""order_id"": 187, ""courier_id"": 4}"
13385,ORDER_PICKED_UP,Order 189 picked up by courier 4,"{""order_id"": 189, ""courier_id"": 4}"
13385,ROUTE_OPTIMIZED,Courier 4 route optimized: 3 dropoffs reordered,"{""courier_id"": 4, ""original_sequence"": [185, 187, 189], ""optimized_sequence"": []}"
13385,COURIER_DELIVERING,Courier 4 heading to first dropoff (optimized),"{""courier_id"": 4, ""order_ids"": []}"
13387,ORDER_DELIVERED,Order 179 delivered by courier 6,"{""order_id"": 179, ""courier_id"": 6, ""click_to_door"": 1282.5897528440237, ""ready_to_door"": 982.5897528440237}"
13387,COURIER_IDLE,Courier 6 is now idle,"{""courier_id"": 6}"
13397,ORDER_DELIVERED,Order 155 delivered by courier 0,"{""order_id"": 155, ""courier_id"": 0, ""click_to_door"": 2443.4179632923133, ""ready_to_door"": 2143.4179632923133}"
13397,COURIER_IDLE,Courier 0 is now idle,"{""courier_id"": 0}"
13402,ORDER_PLACED,Order 210 placed,"{""order_id"": 210, ""restaurant_id"": 5}"
13404,ORDER_READY,Order 199 is ready for pickup,"{""order_id"": 199}"
13407,ORDER_READY,Order 200 is ready for pickup,"{""order_id"": 200}"
13410,ASSIGNMENT_MADE,Courier 0 assigned orders [197],"{""courier_id"": 0, ""order_ids"": [197], ""bundle_size"": 1, ""has_relay"": false}"
13410,ASSIGNMENT_MADE,Courier 6 assigned orders [196],"{""courier_id"": 6, ""order_ids"": [196], ""bundle_size"": 1, ""has_relay"": false}"
13440,ORDER_PICKED_UP,Order 192 picked up by courier 2,"{""order_id"": 192, ""courier_id"": 2}"
13440,COURIER_DELIVERING,Courier 2 heading to first dropoff (optimized),"{""courier_id"": 2, ""order_ids"": []}"
13457,PICKUP_SERVICE_START,Courier 3 starting pickup service (90s),"{""courier_id"": 3, ""service_time"": 90}"
13469,PICKUP_SERVICE_START,Courier 0 starting pickup service (90s),"{""courier_id"": 0, ""service_time"": 90}"
13471,ORDER_READY,Order 201 is ready for pickup,"{""order_id"": 201}"
13475,ORDER_READY,Order 202 is ready for pickup,"{""order_id"": 202}"
13481,ORDER_READY,Order 203 is ready for pickup,"{""order_id"": 203}"
13487,ORDER_READY,Order 204 is ready for pickup,"{""order_id"": 204}"
13497,ORDER_PLACED,Order 211 placed,"{""order_id"": 211, ""restaurant_id"": 4}"
13499,ORDER_READY,Order 205 is ready for pickup,"{""order_id"": 205}"
13506,ORDER_DELIVERED,Order 188 delivered by courier 7,"{""order_id"": 188, ""courier_id"": 7, ""click_to_door"": 933.6942397268103, ""ready_to_door"": 633.6942397268103}"
13507,ORDER_READY,Order 206 is ready for pickup,"{""order_id"": 206}"
13547,ORDER_PICKED_UP,Order 169 picked up by courier 3,"{""order_id"": 169, ""courier_id"": 3}"
13547,ORDER_PICKED_UP,Order 170 picked up by courier 3,"{""order_id"": 170, ""courier_id"": 3}"
13547,ORDER_PICKED_UP,Order 176 picked up by courier 3,"{""order_id"": 176, ""courier_id"": 3}"
13547,ROUTE_OPTIMIZED,Courier 3 route optimized: 3 dropoffs reordered,"{""courier_id"": 3, ""original_sequence"": [169, 170, 176], ""optimized_sequence"": []}"
13547,COURIER_DELIVERING,Courier 3 heading to first dropoff (optimized),"{""courier_id"": 3, ""order_ids"": []}"
13559,ORDER_PICKED_UP,Order 197 picked up by courier 0,"{""order_id"": 197, ""courier_id"": 0}"
13559,COURIER_DELIVERING,Courier 0 heading to first dropoff (optimized),"{""courier_id"": 0, ""order_ids"": []}"
13563,ORDER_DELIVERED,Order 191 delivered by courier 1,"{""order_id"": 191, ""courier_id"": 1, ""click_to_door"": 800.4705868511392, ""ready_to_door"": 500.47058685113916}"
13563,COURIER_IDLE,Courier 1 is now idle,"{""courier_id"": 1}"
13569,ORDER_PLACED,Order 212 placed,"{""order_id"": 212, ""restaurant_id"": 5}"
13570,ORDER_READY,Order 207 is ready for pickup,"{""order_id"": 207}"
13577,ORDER_DELIVERED,Order 189 delivered by courier 4,"{""order_id"": 189, ""courier_id"": 4, ""click_to_door"": 994.9283617986166, ""ready_to_door"": 694.9283617986166}"
13583,ORDER_DELIVERED,Order 192 delivered by courier 2,"{""order_id"": 192, ""courier_id"": 2, ""click_to_door"": 799.0459696373218, ""ready_to_door"": 499.04596963732183}"
13583,COURIER_IDLE,Courier 2 is now idle,"{""courier_id"": 2}"
13590,ASSIGNMENT_MADE,"Courier 1 assigned orders [199, 202]","{""courier_id"": 1, ""order_ids"": [199, 202], ""bundle_size"": 2, ""has_relay"": false}"
13590,ASSIGNMENT_MADE,"Courier 2 assigned orders [205, 207]","{""courier_id"": 2, ""order_ids"": [205, 207], ""bundle_size"": 2, ""has_relay"": false}"
13596,ORDER_READY,Order 208 is ready for pickup,"{""order_id"": 208}"
13633,PICKUP_SERVICE_START,Courier 5 starting pickup service (90s),"{""courier_id"": 5, ""service_time"": 90}"
13652,PICKUP_SERVICE_START,Courier 6 starting pickup service (90s),"{""courier_id"": 6, ""service_time"": 90}"
13664,ORDER_DELIVERED,Order 175 delivered by courier 7,"{""order_id"": 175, ""courier_id"": 7, ""click_to_door"": 1744.1550510681463, ""ready_to_door"": 1444.1550510681463}"
13664,COURIER_IDLE,Courier 7 is now idle,"{""courier_id"": 7}"
13668,ORDER_READY,Order 209 is ready for pickup,"{""order_id"": 209}"
13678,PICKUP_SERVICE_START,Courier 1 starting pickup service (90s),"{""courier_id"": 1, ""service_time"": 90}"
13680,ASSIGNMENT_MADE,"Courier 7 assigned orders [193, 195, 201]","{""courier_id"": 7, ""order_ids"": [193, 195, 201], ""bundle_size"": 3, ""has_relay"": false}"
13687,ORDER_DELIVERED,Order 176 delivered by courier 3,"{""order_id"": 176, ""courier_id"": 3, ""click_to_door"": 1764.6277223203706, ""ready_to_door"": 1464.6277223203706}"
13702,ORDER_READY,Order 210 is ready for pickup,"{""order_id"": 210}"
13712,ORDER_PLACED,Order 213 placed,"{""order_id"": 213, ""restaurant_id"": 3}"
13722,ORDER_DELIVERED,Order 187 delivered by courier 4,"{""order_id"": 187, ""courier_id"": 4, ""click_to_door"": 1188.9760776434978, ""ready_to_door"": 888.9760776434978}"
13723,ORDER_PICKED_UP,Order 180 picked up by courier 5,"{""order_id"": 180, ""courier_id"": 5}"
13723,ORDER_PICKED_UP,Order 190 picked up by courier 5,"{""order_id"": 190, ""courier_id"": 5}"
13723,ROUTE_OPTIMIZED,Courier 5 route optimized: 2 dropoffs reordered,"{""courier_id"": 5, ""original_sequence"": [180, 190], ""optimized_sequence"": []}"
13723,COURIER_DELIVERING,Courier 5 heading to first dropoff (optimized),"{""courier_id"": 5, ""order_ids"": []}"
13728,PICKUP_SERVICE_START,Courier 2 starting pickup service (90s),"{""courier_id"": 2, ""service_time"": 90}"
13742,ORDER_PICKED_UP,Order 196 picked up by courier 6,"{""order_id"": 196, ""courier_id"": 6}"
13742,COURIER_DELIVERING,Courier 6 heading to first dropoff (optimized),"{""courier_id"": 6, ""order_ids"": []}"
13768,ORDER_PICKED_UP,Order 199 picked up by courier 1,"{""order_id"": 199, ""courier_id"": 1}"
13768,ORDER_PICKED_UP,Order 202 picked up by courier 1,"{""order_id"": 202, ""courier_id"": 1}"
13768,ROUTE_OPTIMIZED,Courier 1 route optimized: 2 dropoffs reordered,"{""courier_id"": 1, ""original_sequence"": [199, 202], ""optimized_sequence"": []}"
13768,COURIER_DELIVERING,Courier 1 heading to first dropoff (optimized),"{""courier_id"": 1, ""order_ids"": []}"
13769,ORDER_PLACED,Order 214 placed,"{""order_id"": 214, ""restaurant_id"": 3}"
13797,ORDER_READY,Order 211 is ready for pickup,"{""order_id"": 211}"
13818,ORDER_PICKED_UP,Order 205 picked up by courier 2,"{""order_id"": 205, ""courier_id"": 2}"
13818,ORDER_PICKED_UP,Order 207 picked up by courier 2,"{""order_id"": 207, ""courier_id"": 2}"
13818,ROUTE_OPTIMIZED,Courier 2 route optimized: 2 dropoffs reordered,"{""courier_id"": 2, ""original_sequence"": [205, 207], ""optimized_sequence"": []}"
13818,COURIER_DELIVERING,Courier 2 heading to first dropoff (optimized),"{""courier_id"": 2, ""order_ids"": []}"
13825,ORDER_DELIVERED,Order 197 delivered by courier 0,"{""order_id"": 197, ""courier_id"": 0, ""click_to_door"": 761.0927990362288, ""ready_to_door"": 461.0927990362288}"
13825,COURIER_IDLE,Courier 0 is now idle,"{""courier_id"": 0}"
13830,ASSIGNMENT_MADE,Courier 0 assigned orders [211],"{""courier_id"": 0, ""order_ids"": [211], ""bundle_size"": 1, ""has_relay"": false}"
13831,PICKUP_SERVICE_START,Courier 7 starting pickup service (90s),"{""courier_id"": 7, ""service_time"": 90}"
13857,ORDER_DELIVERED,Order 169 delivered by courier 3,"{""order_id"": 169, ""courier_id"": 3, ""click_to_door"": 2224.888665825656, ""ready_to_door"": 1924.888665825656}"
13869,ORDER_READY,Order 212 is ready for pickup,"{""order_id"": 212}"
13892,ORDER_PLACED,Order 215 placed,"{""order_id"": 215, ""restaurant_id"": 7}"
13917,ORDER_PLACED,Order 216 placed,"{""order_id"": 216, ""restaurant_id"": 2}"
13921,ORDER_PICKED_UP,Order 193 picked up by courier 7,"{""order_id"": 193, ""courier_id"": 7}"
13921,ORDER_PICKED_UP,Order 195 picked up by courier 7,"{""order_id"": 195, ""courier_id"": 7}"
13921,ORDER_PICKED_UP,Order 201 picked up by courier 7,"{""order_id"": 201, ""courier_id"": 7}"
13921,ROUTE_OPTIMIZED,Courier 7 route optimized: 3 dropoffs reordered,"{""courier_id"": 7, ""original_sequence"": [193, 195, 201], ""optimized_sequence"": []}"
13921,COURIER_DELIVERING,Courier 7 heading to first dropoff (optimized),"{""courier_id"": 7, ""order_ids"": []}"
13956,ORDER_PLACED,Order 217 placed,"{""order_id"": 217, ""restaurant_id"": 6}"
13976,ORDER_PLACED,Order 218 placed,"{""order_id"": 218, ""restaurant_id"": 5}"
13983,PICKUP_SERVICE_START,Courier 0 starting pickup service (90s),"{""courier_id"": 0, ""service_time"": 90}"
14001,ORDER_PLACED,Order 219 placed,"{""order_id"": 219, ""restaurant_id"": 1}"
14008,ORDER_DELIVERED,Order 185 delivered by courier 4,"{""order_id"": 185, ""courier_id"": 4, ""click_to_door"": 1557.5028265253131, ""ready_to_door"": 1257.5028265253131}"
14008,COURIER_IDLE,Courier 4 is now idle,"{""courier_id"": 4}"
14010,ASSIGNMENT_MADE,"Courier 4 assigned orders [210, 212]","{""courier_id"": 4, ""order_ids"": [210, 212], ""bundle_size"": 2, ""has_relay"": false}"
14012,ORDER_READY,Order 213 is ready for pickup,"{""order_id"": 213}"
14049,ORDER_DELIVERED,Order 195 delivered by courier 7,"{""order_id"": 195, ""courier_id"": 7, ""click_to_door"": 1047.010721796758, ""ready_to_door"": 747.0107217967579}"
14069,ORDER_READY,Order 214 is ready for pickup,"{""order_id"": 214}"
14073,ORDER_PICKED_UP,Order 211 picked up by courier 0,"{""order_id"": 211, ""courier_id"": 0}"
14073,COURIER_DELIVERING,Courier 0 heading to first dropoff (optimized),"{""courier_id"": 0, ""order_ids"": []}"
14087,ORDER_DELIVERED,Order 202 delivered by courier 1,"{""order_id"": 202, ""courier_id"": 1, ""click_to_door"": 912.1288527330416, ""ready_to_door"": 612.1288527330416}"
14132,ORDER_DELIVERED,Order 211 delivered by courier 0,"{""order_id"": 211, ""courier_id"": 0, ""click_to_door"": 635.382745659892, ""ready_to_door"": 335.38274565989195}"
14132,COURIER_IDLE,Courier 0 is now idle,"{""courier_id"": 0}"
14132,ORDER_DELIVERED,Order 170 delivered by courier 3,"{""order_id"": 170, ""courier_id"": 3, ""click_to_door"": 2487.8848507902185, ""ready_to_door"": 2187.8848507902185}"
14132,COURIER_IDLE,Courier 3 is now idle,"{""courier_id"": 3}"
14140,ORDER_DELIVERED,Order 180 delivered by courier 5,"{""order_id"": 180, ""courier_id"": 5, ""click_to_door"": 2026.6502396544056, ""ready_to_door"": 1726.6502396544056}"
14141,ORDER_DELIVERED,Order 205 delivered by courier 2,"{""order_id"": 205, ""courier_id"": 2, ""click_to_door"": 942.1831054674076, ""ready_to_door"": 642.1831054674076}"
14142,ORDER_PLACED,Order 220 placed,"{""order_id"": 220, ""restaurant_id"": 4}"
14150,ORDER_PLACED,Order 221 placed,"{""order_id"": 221, ""restaurant_id"": 2}"
14152,ORDER_DELIVERED,Order 196 delivered by courier 6,"{""order_id"": 196, ""courier_id"": 6, ""click_to_door"": 1119.6753356005738, ""ready_to_door"": 819.6753356005738}"
14152,COURIER_IDLE,Courier 6 is now idle,"{""courier_id"": 6}"
14160,ASSIGNMENT_MADE,"Courier 0 assigned orders [203, 206, 208]","{""courier_id"": 0, ""order_ids"": [203, 206, 208], ""bundle_size"": 3, ""has_relay"": false}"
14160,ASSIGNMENT_MADE,"Courier 3 assigned orders [213, 214]","{""courier_id"": 3, ""order_ids"": [213, 214], ""bundle_size"": 2, ""has_relay"": false}"
14160,ASSIGNMENT_MADE,"Courier 6 assigned orders [198, 200, 204]","{""courier_id"": 6, ""order_ids"": [198, 200, 204], ""bundle_size"": 3, ""has_relay"": false}"
14192,ORDER_READY,Order 215 is ready for pickup,"{""order_id"": 215}"
14204,ORDER_PLACED,Order 222 placed,"{""order_id"": 222, ""restaurant_id"": 0}"
14204,PICKUP_SERVICE_START,Courier 6 starting pickup service (90s),"{""courier_id"": 6, ""service_time"": 90}"
14217,ORDER_READY,Order 216 is ready for pickup,"{""order_id"": 216}"
14233,PICKUP_SERVICE_START,Courier 3 starting pickup service (90s),"{""courier_id"": 3, ""service_time"": 90}"
14256,ORDER_READY,Order 217 is ready for pickup,"{""order_id"": 217}"
14275,ORDER_DELIVERED,Order 201 delivered by courier 7,"{""order_id"": 201, ""courier_id"": 7, ""click_to_door"": 1104.4069625509565, ""ready_to_door"": 804.4069625509565}"
14276,ORDER_READY,Order 218 is ready for pickup,"{""order_id"": 218}"
14294,ORDER_PICKED_UP,Order 198 picked up by courier 6,"{""order_id"": 198, ""courier_id"": 6}"
14294,ORDER_PICKED_UP,Order 200 picked up by courier 6,"{""order_id"": 200, ""courier_id"": 6}"
14294,ORDER_PICKED_UP,Order 204 picked up by courier 6,"{""order_id"": 204, ""courier_id"": 6}"
14294,ROUTE_OPTIMIZED,Courier 6 route optimized: 3 dropoffs reordered,"{""courier_id"": 6, ""original_sequence"": [198, 200, 204], ""optimized_sequence"": []}"
14294,COURIER_DELIVERING,Courier 6 heading to first dropoff (optimized),"{""courier_id"": 6, ""order_ids"": []}"
14301,ORDER_READY,Order 219 is ready for pickup,"{""order_id"": 219}"
14311,ORDER_DELIVERED,Order 199 delivered by courier 1,"{""order_id"": 199, ""courier_id"": 1, ""click_to_door"": 1207.493252790291, ""ready_to_door"": 907.4932527902911}"
14311,COURIER_IDLE,Courier 1 is now idle,"{""courier_id"": 1}"
14323,ORDER_PICKED_UP,Order 213 picked up by courier 3,"{""order_id"": 213, ""courier_id"": 3}"
14323,ORDER_PICKED_UP,Order 214 picked up by courier 3,"{""order_id"": 214, ""courier_id"": 3}"
14323,ROUTE_OPTIMIZED,Courier 3 route optimized: 2 dropoffs reordered,"{""courier_id"": 3, ""original_sequence"": [213, 214], ""optimized_sequence"": []}"
14323,COURIER_DELIVERING,Courier 3 heading to first dropoff (optimized),"{""courier_id"": 3, ""order_ids"": []}"
14325,PICKUP_SERVICE_START,Courier 0 starting pickup service (90s),"{""courier_id"": 0, ""service_time"": 90}"
14325,PICKUP_SERVICE_START,Courier 4 starting pickup service (90s),"{""courier_id"": 4, ""service_time"": 90}"
14340,ASSIGNMENT_MADE,Courier 1 assigned orders [219],"{""courier_id"": 1, ""order_ids"": [219], ""bundle_size"": 1, ""has_relay"": false}"
14368,ORDER_PLACED,Order 223 placed,"{""order_id"": 223, ""restaurant_id"": 2}"
14369,ORDER_DELIVERED,Order 190 delivered by courier 5,"{""order_id"": 190, ""courier_id"": 5, ""click_to_door"": 1614.2348856819863, ""ready_to_door"": 1314.2348856819863}"
14369,COURIER_IDLE,Courier 5 is now idle,"{""courier_id"": 5}"
14370,ASSIGNMENT_MADE,Courier 5 assigned orders [215],"{""courier_id"": 5, ""order_ids"": [215], ""bundle_size"": 1, ""has_relay"": false}"
14372,ORDER_PLACED,Order 224 placed,"{""order_id"": 224, ""restaurant_id"": 5}"
14375,ORDER_DELIVERED,Order 214 delivered by courier 3,"{""order_id"": 214, ""courier_id"": 3, ""click_to_door"": 606.4804677867105, ""ready_to_door"": 306.4804677867105}"
14385,ORDER_DELIVERED,Order 207 delivered by courier 2,"{""order_id"": 207, ""courier_id"": 2, ""click_to_door"": 1115.7137396134458, ""ready_to_door"": 815.7137396134458}"
14385,COURIER_IDLE,Courier 2 is now idle,"{""courier_id"": 2}"
14394,ORDER_PLACED,Order 225 placed,"{""order_id"": 225, ""restaurant_id"": 1}"
14400,ASSIGNMENT_MADE,Courier 2 assigned orders [218],"{""courier_id"": 2, ""order_ids"": [218], ""bundle_size"": 1, ""has_relay"": false}"
14415,ORDER_PLACED,Order 226 placed,"{""order_id"": 226, ""restaurant_id"": 4}"
14415,ORDER_PICKED_UP,Order 203 picked up by courier 0,"{""order_id"": 203, ""courier_id"": 0}"
14415,ORDER_PICKED_UP,Order 206 picked up by courier 0,"{""order_id"": 206, ""courier_id"": 0}"
14415,ORDER_PICKED_UP,Order 208 picked up by courier 0,"{""order_id"": 208, ""courier_id"": 0}"
14415,ROUTE_OPTIMIZED,Courier 0 route optimized: 3 dropoffs reordered,"{""courier_id"": 0, ""original_sequence"": [203, 206, 208], ""optimized_sequence"": []}"
14415,COURIER_DELIVERING,Courier 0 heading to first dropoff (optimized),"{""courier_id"": 0, ""order_ids"": []}"
14415,ORDER_PICKED_UP,Order 210 picked up by courier 4,"{""order_id"": 210, ""courier_id"": 4}"
14415,ORDER_PICKED_UP,Order 212 picked up by courier 4,"{""order_id"": 212, ""courier_id"": 4}"
14415,ROUTE_OPTIMIZED,Courier 4 route optimized: 2 dropoffs reordered,"{""courier_id"": 4, ""original_sequence"": [210, 212], ""optimized_sequence"": []}"
14415,COURIER_DELIVERING,Courier 4 heading to first dropoff (optimized),"{""courier_id"": 4, ""order_ids"": []}"
14416,PICKUP_SERVICE_START,Courier 5 starting pickup service (90s),"{""courier_id"": 5, ""service_time"": 90}"
14442,ORDER_READY,Order 220 is ready for pickup,"{""order_id"": 220}"
14450,ORDER_READY,Order 221 is ready for pickup,"{""order_id"": 221}"
14482,ORDER_DELIVERED,Order 193 delivered by courier 7,"{""order_id"": 193, ""courier_id"": 7, ""click_to_door"": 1566.2220579201385, ""ready_to_door"": 1266.2220579201385}"
14482,COURIER_IDLE,Courier 7 is now idle,"{""courier_id"": 7}"
14490,ASSIGNMENT_MADE,Courier 7 assigned orders [220],"{""courier_id"": 7, ""order_ids"": [220], ""bundle_size"": 1, ""has_relay"": false}"
14504,ORDER_READY,Order 222 is ready for pickup,"{""order_id"": 222}"
14505,PICKUP_SERVICE_START,Courier 1 starting pickup service (90s),"{""courier_id"": 1, ""service_time"": 90}"
14506,ORDER_PLACED,Order 227 placed,"{""order_id"": 227, ""restaurant_id"": 5}"
